tarjeta,perfil,zona_residencia_origen,activa,fecha_baja,ultima_operacion,ultima_secuencia
TC-00051021,general,Zona 6,true,,INSERT,908
TC-00051022,general,Zona 9,true,,INSERT,3529
TC-00051024,,,false,2026-07-15 03:48:00,DELETE,31045
TC-00051038,estudiante,Zona 12,true,,UPDATE,2416
TC-00051039,trabajador,Zona 4,true,,UPDATE,24679
TC-00051041,adulto_mayor,Villa Nueva,true,,UPDATE,25317
TC-00051044,general,Zona 18,true,,UPDATE,16136
TC-00051045,general,Zona 12,true,,UPDATE,12191
TC-00051047,,,false,2026-06-14 00:28:00,DELETE,9592
TC-00051056,,,false,2026-07-08 00:56:00,DELETE,26182
TC-00051059,general,Zona 9,true,,INSERT,22251
TC-00051060,trabajador,San Miguel Petapa,true,,INSERT,18025
TC-00051062,estudiante,Zona 4,true,,UPDATE,18355
TC-00051063,general,Zona 6,true,,UPDATE,21700
TC-00051070,trabajador,San Miguel Petapa,true,,UPDATE,2463
TC-00051071,trabajador,Mixco,true,,INSERT,6449
TC-00051080,trabajador,Zona 9,true,,INSERT,15382
TC-00051083,adulto_mayor,Zona 1,true,,UPDATE,18536
TC-00051099,general,Santa Catarina Pinula,true,,INSERT,28312
TC-00051102,trabajador,Zona 8,true,,INSERT,20749
TC-00051109,trabajador,Zona 11,true,,INSERT,15294
TC-00051113,general,Zona 18,true,,INSERT,12585
TC-00051114,trabajador,Zona 8,true,,UPDATE,28889
TC-00051117,estudiante,Zona 18,true,,UPDATE,9562
TC-00051119,adulto_mayor,Zona 4,true,,INSERT,6362
TC-00051128,trabajador,Zona 18,true,,INSERT,22807
TC-00051130,adulto_mayor,Zona 10,true,,UPDATE,30088
TC-00051132,general,Zona 18,true,,UPDATE,27351
TC-00051137,trabajador,Zona 9,true,,UPDATE,21230
TC-00051151,trabajador,Zona 13,true,,INSERT,24318
TC-00051155,trabajador,San Miguel Petapa,true,,INSERT,26345
TC-00051157,general,Zona 1,true,,INSERT,915
TC-00051159,trabajador,Zona 6,true,,INSERT,82
TC-00051160,trabajador,Zona 18,true,,INSERT,11212
TC-00051163,adulto_mayor,Zona 11,false,2026-07-11 19:48:00,DELETE,28269
TC-00051165,general,Zona 11,true,,UPDATE,28658
TC-00051168,general,Zona 8,true,,UPDATE,8804
TC-00051172,adulto_mayor,Zona 18,true,,UPDATE,22637
TC-00051173,general,Zona 18,true,,INSERT,28451
TC-00051175,adulto_mayor,Santa Catarina Pinula,true,,UPDATE,26061
TC-00051179,estudiante,Zona 9,true,,UPDATE,21271
TC-00051182,trabajador,Zona 10,true,,UPDATE,25120
TC-00051186,general,Zona 17,true,,UPDATE,13017
TC-00051190,trabajador,Zona 13,true,,INSERT,14020
TC-00051193,adulto_mayor,Zona 8,true,,INSERT,2178
TC-00051194,estudiante,Zona 13,true,,UPDATE,24452
TC-00051195,,,false,2026-06-25 23:50:00,DELETE,17189
TC-00051197,trabajador,Zona 1,true,,INSERT,3672
TC-00051199,adulto_mayor,Zona 18,true,,UPDATE,12207
TC-00051203,estudiante,Mixco,true,,INSERT,28411
TC-00051209,,,false,2026-06-24 11:10:00,DELETE,16518
TC-00051212,adulto_mayor,Zona 1,true,,UPDATE,13663
TC-00051218,estudiante,Zona 1,true,,UPDATE,5358
TC-00051220,trabajador,Zona 7,true,,UPDATE,17089
TC-00051224,general,Zona 8,true,,UPDATE,19138
TC-00051226,general,Zona 6,true,,INSERT,11932
TC-00051227,trabajador,Zona 8,true,,UPDATE,20465
TC-00051229,estudiante,Zona 9,true,,UPDATE,3843
TC-00051231,trabajador,Zona 6,true,,UPDATE,484
TC-00051237,adulto_mayor,Zona 10,true,,UPDATE,27212
TC-00051240,adulto_mayor,Zona 6,true,,UPDATE,375
TC-00051243,estudiante,Zona 10,true,,UPDATE,8667
TC-00051245,general,Zona 8,true,,INSERT,19533
TC-00051246,trabajador,Zona 17,true,,INSERT,9879
TC-00051248,,,false,2026-07-07 23:38:00,DELETE,25491
TC-00051249,estudiante,Zona 12,false,2026-07-12 05:09:00,DELETE,28969
TC-00051258,trabajador,Zona 12,true,,UPDATE,19228
TC-00051259,adulto_mayor,Zona 18,true,,UPDATE,17826
TC-00051264,,,false,2026-06-20 19:11:00,DELETE,13770
TC-00051277,general,Zona 18,true,,UPDATE,21790
TC-00051280,trabajador,Zona 11,true,,UPDATE,25805
TC-00051281,,,false,2026-06-26 03:55:00,DELETE,17938
TC-00051284,estudiante,Mixco,true,,UPDATE,12771
TC-00051290,trabajador,Zona 8,true,,INSERT,17969
TC-00051291,trabajador,Zona 4,true,,INSERT,24304
TC-00051292,general,Mixco,true,,UPDATE,18891
TC-00051295,adulto_mayor,Zona 9,true,,UPDATE,12948
TC-00051304,adulto_mayor,San Miguel Petapa,true,,UPDATE,9441
TC-00051307,trabajador,Villa Nueva,true,,UPDATE,28767
TC-00051311,trabajador,Zona 7,true,,INSERT,4212
TC-00051314,estudiante,Zona 13,true,,UPDATE,29394
TC-00051317,general,Zona 13,true,,INSERT,20894
TC-00051324,estudiante,Zona 8,true,,UPDATE,26585
TC-00051328,trabajador,Zona 8,true,,INSERT,13993
TC-00051332,estudiante,Zona 12,true,,UPDATE,9966
TC-00051335,general,Zona 11,true,,UPDATE,19615
TC-00051336,trabajador,Santa Catarina Pinula,false,2026-06-05 18:04:00,DELETE,3399
TC-00051338,trabajador,Zona 6,true,,UPDATE,23090
TC-00051340,general,Zona 9,true,,UPDATE,19188
TC-00051347,trabajador,Zona 1,true,,INSERT,18164
TC-00051349,trabajador,Villa Nueva,true,,INSERT,22168
TC-00051351,estudiante,Zona 6,true,,UPDATE,2578
TC-00051353,trabajador,Zona 10,true,,UPDATE,7188
TC-00051357,general,Zona 10,true,,INSERT,20127
TC-00051359,estudiante,Zona 18,true,,UPDATE,10234
TC-00051360,trabajador,San Miguel Petapa,true,,UPDATE,12886
TC-00051375,adulto_mayor,Villa Nueva,true,,UPDATE,7189
TC-00051377,trabajador,Zona 8,true,,INSERT,27042
TC-00051386,estudiante,Zona 11,false,2026-07-02 13:15:00,DELETE,22040
TC-00051387,trabajador,Zona 9,true,,UPDATE,17642
TC-00051393,trabajador,Zona 11,true,,INSERT,9107
TC-00051395,trabajador,Zona 10,true,,INSERT,27680
TC-00051397,,,false,2026-06-11 08:07:00,DELETE,7503
TC-00051399,trabajador,Zona 13,true,,INSERT,13313
TC-00051403,general,Zona 12,true,,UPDATE,19057
TC-00051405,trabajador,Zona 12,true,,INSERT,24917
TC-00051407,estudiante,Zona 10,true,,UPDATE,25823
TC-00051409,,,false,2026-07-13 18:50:00,DELETE,29655
TC-00051412,trabajador,Zona 18,true,,UPDATE,29935
TC-00051413,adulto_mayor,Zona 8,false,2026-06-26 22:13:00,DELETE,17936
TC-00051421,general,Zona 4,true,,UPDATE,1234
TC-00051438,trabajador,Zona 13,true,,UPDATE,25795
TC-00051439,trabajador,Zona 12,true,,INSERT,7110
TC-00051447,estudiante,Zona 9,true,,UPDATE,4547
TC-00051461,general,Zona 1,true,,UPDATE,8813
TC-00051472,trabajador,Villa Nueva,true,,INSERT,5002
TC-00051473,trabajador,Zona 10,false,2026-07-14 12:39:00,DELETE,30271
TC-00051478,,,false,2026-07-07 01:54:00,DELETE,25514
TC-00051480,general,Zona 6,true,,UPDATE,324
TC-00051486,trabajador,Zona 4,true,,UPDATE,12029
TC-00051489,trabajador,Zona 8,true,,UPDATE,25297
TC-00051491,,,false,2026-06-22 01:45:00,DELETE,15155
TC-00051493,general,Zona 9,true,,UPDATE,12180
TC-00051496,adulto_mayor,Zona 7,true,,INSERT,14544
TC-00051498,trabajador,Santa Catarina Pinula,true,,INSERT,22154
TC-00051500,estudiante,Zona 13,true,,INSERT,3
TC-00051507,general,Zona 13,true,,UPDATE,4653
TC-00051508,,,false,2026-07-12 22:03:00,DELETE,28914
TC-00051511,estudiante,Zona 1,true,,UPDATE,3127
TC-00051513,general,Zona 8,true,,UPDATE,18292
TC-00051514,trabajador,Villa Nueva,true,,INSERT,6960
TC-00051515,estudiante,Santa Catarina Pinula,true,,INSERT,920
TC-00051517,adulto_mayor,Zona 10,true,,UPDATE,5360
TC-00051518,general,Zona 10,true,,UPDATE,21005
TC-00051524,general,Zona 10,true,,UPDATE,1235
TC-00051539,adulto_mayor,Zona 4,true,,UPDATE,28863
TC-00051545,estudiante,Zona 4,true,,INSERT,20201
TC-00051546,adulto_mayor,Zona 9,false,2026-06-30 04:04:00,DELETE,20646
TC-00051549,general,Zona 9,true,,UPDATE,16801
TC-00051558,trabajador,Zona 13,true,,INSERT,21597
TC-00051560,,,false,2026-07-03 17:46:00,DELETE,22765
TC-00051561,adulto_mayor,Zona 6,false,2026-06-11 21:42:00,DELETE,7570
TC-00051563,adulto_mayor,Santa Catarina Pinula,true,,UPDATE,24621
TC-00051564,estudiante,Zona 17,false,2026-07-11 05:16:00,DELETE,28212
TC-00051565,trabajador,Zona 1,true,,INSERT,20232
TC-00051566,trabajador,Zona 9,true,,INSERT,22210
TC-00051568,general,Zona 4,true,,INSERT,20245
TC-00051569,trabajador,Zona 17,false,2026-07-07 16:50:00,DELETE,25527
TC-00051570,estudiante,Zona 6,true,,UPDATE,17819
TC-00051573,trabajador,Zona 10,true,,INSERT,24320
TC-00051574,trabajador,Zona 17,true,,INSERT,118
TC-00051576,estudiante,Santa Catarina Pinula,true,,UPDATE,28796
TC-00051577,,,false,2026-06-04 19:56:00,DELETE,2724
TC-00051579,general,Zona 17,true,,INSERT,22252
TC-00051580,,,false,2026-06-07 02:12:00,DELETE,4759
TC-00051590,trabajador,Zona 8,true,,UPDATE,8742
TC-00051595,general,Zona 11,true,,INSERT,30553
TC-00051598,,,false,2026-06-16 13:10:00,DELETE,10997
TC-00051599,estudiante,Zona 17,true,,UPDATE,17070
TC-00051605,trabajador,Zona 12,true,,INSERT,7593
TC-00051606,general,Zona 11,true,,UPDATE,18435
TC-00051609,general,Zona 11,true,,UPDATE,21190
TC-00051611,estudiante,Zona 9,true,,UPDATE,14825
TC-00051612,,,false,2026-07-03 12:58:00,DELETE,22681
TC-00051613,general,Zona 18,true,,UPDATE,5806
TC-00051614,,,false,2026-06-24 09:35:00,DELETE,16501
TC-00051618,adulto_mayor,Zona 4,true,,UPDATE,11339
TC-00051624,estudiante,Zona 8,true,,INSERT,2082
TC-00051635,general,Zona 17,true,,UPDATE,21981
TC-00051638,general,Santa Catarina Pinula,true,,INSERT,22865
TC-00051644,estudiante,Mixco,true,,UPDATE,14246
TC-00051652,adulto_mayor,Zona 17,false,2026-07-11 13:52:00,DELETE,28260
TC-00051653,general,Zona 7,true,,UPDATE,22614
TC-00051655,trabajador,Zona 4,true,,UPDATE,2600
TC-00051657,adulto_mayor,Zona 10,true,,UPDATE,22433
TC-00051660,trabajador,Zona 12,true,,UPDATE,26688
TC-00051661,trabajador,Zona 11,true,,INSERT,23651
TC-00051662,estudiante,Zona 9,true,,UPDATE,1966
TC-00051666,general,Mixco,true,,INSERT,18785
TC-00051667,trabajador,Zona 8,true,,INSERT,22781
TC-00051668,adulto_mayor,Zona 8,true,,UPDATE,6762
TC-00051672,general,Villa Nueva,true,,INSERT,20
TC-00051678,estudiante,Santa Catarina Pinula,true,,INSERT,6347
TC-00051679,trabajador,Zona 8,true,,UPDATE,13595
TC-00051687,trabajador,Zona 18,true,,INSERT,25732
TC-00051689,trabajador,Mixco,true,,UPDATE,30849
TC-00051695,,,false,2026-06-02 15:09:00,DELETE,1340
TC-00051697,adulto_mayor,Zona 12,true,,INSERT,7751
TC-00051700,trabajador,Zona 7,true,,INSERT,27136
TC-00051707,,,false,2026-07-13 17:51:00,DELETE,29666
TC-00051711,trabajador,Zona 8,true,,INSERT,27823
TC-00051712,,,false,2026-06-26 07:56:00,DELETE,17916
TC-00051713,trabajador,Zona 17,true,,INSERT,3519
TC-00051715,trabajador,Zona 8,true,,INSERT,1585
TC-00051719,adulto_mayor,Zona 17,true,,UPDATE,28791
TC-00051723,adulto_mayor,Zona 17,true,,UPDATE,19217
TC-00051729,adulto_mayor,Zona 4,true,,UPDATE,21917
TC-00051730,trabajador,Zona 4,true,,INSERT,20042
TC-00051735,estudiante,Zona 12,true,,UPDATE,28193
TC-00051736,trabajador,Zona 8,true,,INSERT,26360
TC-00051750,trabajador,Santa Catarina Pinula,true,,UPDATE,18365
TC-00051752,trabajador,Zona 4,true,,INSERT,116
TC-00051753,estudiante,Zona 12,true,,UPDATE,14229
TC-00051754,trabajador,Zona 13,true,,UPDATE,15021
TC-00051756,adulto_mayor,Zona 12,true,,UPDATE,28590
TC-00051757,general,Zona 7,true,,UPDATE,29491
TC-00051762,general,Mixco,true,,INSERT,27035
TC-00051763,estudiante,Villa Nueva,true,,UPDATE,18422
TC-00051764,trabajador,Zona 18,true,,UPDATE,20385
TC-00051765,trabajador,Zona 7,true,,INSERT,5705
TC-00051766,,,false,2026-06-12 06:46:00,DELETE,8230
TC-00051767,trabajador,Zona 8,true,,INSERT,20878
TC-00051771,estudiante,Zona 6,true,,UPDATE,20470
TC-00051774,,,false,2026-07-10 11:06:00,DELETE,27515
TC-00051779,adulto_mayor,Santa Catarina Pinula,true,,UPDATE,13530
TC-00051783,general,Zona 4,true,,INSERT,5760
TC-00051789,estudiante,Zona 6,true,,INSERT,29770
TC-00051790,,,false,2026-06-09 01:02:00,DELETE,6171
TC-00051793,adulto_mayor,Zona 4,true,,UPDATE,18291
TC-00051801,trabajador,Zona 18,false,2026-07-10 15:22:00,DELETE,27588
TC-00051806,trabajador,Mixco,true,,UPDATE,19629
TC-00051809,trabajador,Zona 1,true,,INSERT,13143
TC-00051810,trabajador,Mixco,true,,INSERT,16574
TC-00051814,general,Zona 9,true,,INSERT,9680
TC-00051815,general,Zona 6,true,,INSERT,30565
TC-00051818,trabajador,Mixco,true,,INSERT,15242
TC-00051820,adulto_mayor,Zona 10,true,,UPDATE,30228
TC-00051821,estudiante,Zona 4,true,,UPDATE,27418
TC-00051824,estudiante,Zona 17,true,,UPDATE,1059
TC-00051829,,,false,2026-07-07 06:41:00,DELETE,25475
TC-00051832,general,Zona 1,true,,UPDATE,26766
TC-00051833,trabajador,Zona 10,false,2026-06-13 18:43:00,DELETE,8949
TC-00051839,estudiante,Zona 17,true,,UPDATE,19728
TC-00051840,general,Zona 9,true,,INSERT,6947
TC-00051841,trabajador,Zona 4,true,,INSERT,27108
TC-00051856,trabajador,Zona 9,true,,INSERT,16093
TC-00051860,adulto_mayor,Zona 8,true,,INSERT,16608
TC-00051861,trabajador,Zona 11,true,,INSERT,29722
TC-00051862,general,Zona 17,true,,UPDATE,28152
TC-00051870,adulto_mayor,Zona 9,true,,UPDATE,27510
TC-00051871,trabajador,Zona 4,true,,UPDATE,1769
TC-00051873,general,Zona 9,true,,UPDATE,5941
TC-00051879,estudiante,Zona 4,true,,INSERT,25666
TC-00051880,general,Villa Nueva,true,,UPDATE,7410
TC-00051881,trabajador,Zona 17,true,,UPDATE,27220
TC-00051883,general,Zona 10,true,,UPDATE,10027
TC-00051886,adulto_mayor,Zona 17,true,,UPDATE,22639
TC-00051888,adulto_mayor,Zona 18,true,,UPDATE,1706
TC-00051898,trabajador,Villa Nueva,true,,INSERT,28474
TC-00051899,trabajador,Zona 12,true,,INSERT,20123
TC-00051900,estudiante,Zona 12,true,,INSERT,21552
TC-00051913,general,Zona 12,true,,UPDATE,12994
TC-00051916,trabajador,Villa Nueva,true,,UPDATE,26586
TC-00051919,general,Zona 13,true,,INSERT,18631
TC-00051921,,,false,2026-06-18 18:24:00,DELETE,12401
TC-00051928,general,Santa Catarina Pinula,true,,INSERT,23678
TC-00051933,,,false,2026-06-18 10:30:00,DELETE,12400
TC-00051936,estudiante,Zona 12,true,,UPDATE,17523
TC-00051937,general,Zona 8,true,,UPDATE,5165
TC-00051940,general,Zona 12,true,,UPDATE,19675
TC-00051941,estudiante,Zona 17,true,,UPDATE,9974
TC-00051942,general,Zona 4,true,,UPDATE,5872
TC-00051945,,,false,2026-07-13 22:39:00,DELETE,29609
TC-00051947,trabajador,Zona 8,true,,INSERT,25626
TC-00051949,trabajador,Zona 7,true,,INSERT,28983
TC-00051955,adulto_mayor,Santa Catarina Pinula,true,,INSERT,14549
TC-00051961,general,Zona 17,true,,INSERT,9724
TC-00051962,estudiante,Zona 11,true,,UPDATE,28857
TC-00051963,trabajador,Zona 9,true,,INSERT,26423
TC-00051964,estudiante,Zona 9,true,,INSERT,13263
TC-00051969,adulto_mayor,Zona 13,false,2026-07-07 14:34:00,DELETE,25446
TC-00051970,trabajador,Zona 4,true,,INSERT,21532
TC-00051971,trabajador,Zona 9,true,,INSERT,5541
TC-00051975,general,Zona 13,true,,INSERT,18053
TC-00051979,trabajador,Zona 4,true,,UPDATE,29286
TC-00051985,adulto_mayor,San Miguel Petapa,true,,INSERT,1500
TC-00051987,general,Zona 1,true,,UPDATE,10015
TC-00051988,estudiante,Santa Catarina Pinula,true,,INSERT,17447
TC-00051990,estudiante,Zona 13,true,,UPDATE,21750
TC-00051991,estudiante,Zona 9,true,,INSERT,27748
TC-00052001,,,false,2026-06-12 23:07:00,DELETE,8215
TC-00052002,trabajador,Zona 18,true,,INSERT,7716
TC-00052003,trabajador,Zona 10,true,,INSERT,26411
TC-00052006,estudiante,Villa Nueva,true,,UPDATE,7870
TC-00052012,,,false,2026-06-02 06:31:00,DELETE,1345
TC-00052013,estudiante,Zona 8,true,,INSERT,15223
TC-00052016,adulto_mayor,Zona 17,true,,UPDATE,15427
TC-00052017,general,Zona 10,true,,INSERT,5055
TC-00052022,general,Zona 4,true,,UPDATE,20489
TC-00052025,trabajador,San Miguel Petapa,true,,UPDATE,30793
TC-00052029,,,false,2026-06-08 00:05:00,DELETE,5482
TC-00052030,adulto_mayor,Zona 1,true,,UPDATE,25791
TC-00052032,,,false,2026-06-11 10:13:00,DELETE,7537
TC-00052034,adulto_mayor,Mixco,true,,UPDATE,9986
TC-00052038,estudiante,Mixco,true,,UPDATE,27233
TC-00052040,estudiante,Zona 17,true,,UPDATE,28171
TC-00052041,estudiante,Zona 12,true,,UPDATE,5409
TC-00052045,trabajador,Zona 13,true,,INSERT,10460
TC-00052047,,,false,2026-06-03 14:47:00,DELETE,1997
TC-00052048,trabajador,Zona 9,true,,INSERT,2953
TC-00052050,estudiante,Zona 12,true,,INSERT,11884
TC-00052051,trabajador,Zona 6,true,,UPDATE,5889
TC-00052053,adulto_mayor,Zona 11,true,,UPDATE,11364
TC-00052054,trabajador,Zona 7,true,,INSERT,30459
TC-00052057,general,Zona 17,true,,INSERT,2827
TC-00052061,estudiante,San Miguel Petapa,false,2026-07-05 09:17:00,DELETE,24070
TC-00052067,trabajador,San Miguel Petapa,true,,INSERT,6337
TC-00052069,trabajador,Zona 8,true,,INSERT,23661
TC-00052076,general,Mixco,true,,INSERT,17326
TC-00052079,trabajador,Zona 6,true,,INSERT,19465
TC-00052080,general,Zona 12,true,,UPDATE,19832
TC-00052088,estudiante,Zona 6,true,,UPDATE,8559
TC-00052094,estudiante,Zona 10,true,,INSERT,9146
TC-00052102,trabajador,Zona 13,true,,INSERT,27067
TC-00052107,general,Zona 17,true,,UPDATE,7935
TC-00052108,estudiante,San Miguel Petapa,true,,INSERT,27722
TC-00052111,trabajador,Zona 9,true,,INSERT,27082
TC-00052115,estudiante,Zona 12,true,,INSERT,20118
TC-00052117,trabajador,Zona 7,true,,UPDATE,23297
TC-00052120,trabajador,Zona 10,true,,INSERT,18091
TC-00052124,adulto_mayor,Villa Nueva,true,,UPDATE,15566
TC-00052132,adulto_mayor,Zona 11,true,,INSERT,6905
TC-00052133,general,Zona 17,true,,UPDATE,30222
TC-00052135,estudiante,Zona 11,true,,UPDATE,3845
TC-00052142,estudiante,Zona 13,true,,UPDATE,20344
TC-00052144,trabajador,Santa Catarina Pinula,true,,UPDATE,21239
TC-00052145,trabajador,Zona 11,true,,UPDATE,3821
TC-00052146,trabajador,Zona 11,true,,INSERT,27117
TC-00052147,adulto_mayor,Zona 12,true,,INSERT,29720
TC-00052148,estudiante,Zona 1,true,,UPDATE,17529
TC-00052154,general,Zona 9,true,,UPDATE,30150
TC-00052157,estudiante,Zona 6,true,,UPDATE,25357
TC-00052159,general,Zona 17,true,,UPDATE,24023
TC-00052166,trabajador,Santa Catarina Pinula,true,,INSERT,29009
TC-00052170,estudiante,Mixco,true,,UPDATE,23716
TC-00052175,trabajador,Zona 11,true,,UPDATE,14196
TC-00052179,trabajador,San Miguel Petapa,true,,UPDATE,27345
TC-00052181,general,Zona 13,true,,UPDATE,26014
TC-00052190,estudiante,Zona 4,true,,INSERT,11760
TC-00052192,,,false,2026-07-13 15:29:00,DELETE,29617
TC-00052199,adulto_mayor,Zona 10,true,,UPDATE,6708
TC-00052202,adulto_mayor,Zona 13,true,,UPDATE,17081
TC-00052203,adulto_mayor,Zona 9,true,,UPDATE,5368
TC-00052205,adulto_mayor,Zona 1,true,,INSERT,17461
TC-00052208,general,Santa Catarina Pinula,true,,UPDATE,23706
TC-00052212,trabajador,Zona 7,true,,UPDATE,25285
TC-00052213,adulto_mayor,Mixco,true,,UPDATE,12835
TC-00052222,trabajador,Zona 4,true,,UPDATE,23133
TC-00052224,estudiante,Zona 11,true,,UPDATE,25983
TC-00052225,,,false,2026-06-18 04:17:00,DELETE,12368
TC-00052231,adulto_mayor,Zona 1,true,,UPDATE,16443
TC-00052235,general,Zona 6,true,,INSERT,29150
TC-00052236,trabajador,Zona 10,false,2026-07-09 18:48:00,DELETE,26853
TC-00052237,estudiante,Santa Catarina Pinula,true,,UPDATE,14906
TC-00052241,adulto_mayor,Zona 8,true,,UPDATE,21776
TC-00052246,general,Santa Catarina Pinula,true,,INSERT,14001
TC-00052250,adulto_mayor,Zona 13,true,,UPDATE,26046
TC-00052252,trabajador,Zona 9,true,,INSERT,29744
TC-00052254,adulto_mayor,Zona 8,true,,INSERT,11180
TC-00052259,general,Zona 1,true,,INSERT,5004
TC-00052260,trabajador,Mixco,true,,UPDATE,7868
TC-00052265,adulto_mayor,Zona 13,true,,UPDATE,23889
TC-00052266,general,Zona 13,true,,INSERT,18745
TC-00052273,adulto_mayor,Zona 8,true,,INSERT,19525
TC-00052274,general,Zona 11,true,,INSERT,10428
TC-00052277,general,Zona 10,true,,UPDATE,5799
TC-00052287,estudiante,Zona 8,true,,UPDATE,21225
TC-00052288,estudiante,Zona 6,true,,INSERT,29784
TC-00052294,estudiante,Zona 9,true,,UPDATE,21712
TC-00052295,estudiante,Villa Nueva,true,,UPDATE,29985
TC-00052300,trabajador,Zona 17,true,,INSERT,15888
TC-00052302,trabajador,Zona 6,true,,UPDATE,27294
TC-00052303,adulto_mayor,Zona 1,true,,UPDATE,19815
TC-00052305,general,Zona 18,true,,UPDATE,28009
TC-00052308,trabajador,Zona 12,true,,INSERT,6930
TC-00052310,trabajador,Zona 9,true,,INSERT,22115
TC-00052311,trabajador,Zona 10,true,,UPDATE,17799
TC-00052319,general,San Miguel Petapa,true,,INSERT,22939
TC-00052321,trabajador,Zona 13,true,,INSERT,24192
TC-00052325,general,Zona 10,true,,UPDATE,13490
TC-00052327,adulto_mayor,Mixco,true,,INSERT,30396
TC-00052328,estudiante,Santa Catarina Pinula,true,,INSERT,17264
TC-00052333,adulto_mayor,Zona 12,true,,INSERT,13813
TC-00052334,adulto_mayor,San Miguel Petapa,true,,UPDATE,19889
TC-00052341,trabajador,Zona 8,true,,UPDATE,13370
TC-00052348,adulto_mayor,Villa Nueva,true,,UPDATE,30204
TC-00052350,estudiante,Zona 6,true,,UPDATE,30777
TC-00052353,adulto_mayor,Zona 10,true,,UPDATE,15538
TC-00052362,general,Villa Nueva,true,,INSERT,15951
TC-00052365,estudiante,Zona 13,true,,UPDATE,25813
TC-00052371,trabajador,Mixco,true,,INSERT,11911
TC-00052375,trabajador,Zona 12,true,,UPDATE,23224
TC-00052376,trabajador,Santa Catarina Pinula,true,,INSERT,8296
TC-00052378,adulto_mayor,Zona 6,true,,INSERT,29089
TC-00052380,,,false,2026-06-05 06:43:00,DELETE,3413
TC-00052381,estudiante,Zona 11,true,,UPDATE,17160
TC-00052384,estudiante,Zona 1,true,,UPDATE,30082
TC-00052388,trabajador,Zona 8,true,,INSERT,11258
TC-00052391,trabajador,Zona 10,true,,INSERT,13283
TC-00052395,adulto_mayor,Zona 13,true,,UPDATE,2315
TC-00052400,trabajador,Zona 12,true,,UPDATE,18371
TC-00052408,,,false,2026-06-04 02:20:00,DELETE,2732
TC-00052409,trabajador,Zona 9,true,,INSERT,22152
TC-00052417,,,false,2026-06-26 10:12:00,DELETE,17872
TC-00052419,general,Zona 4,true,,UPDATE,12010
TC-00052421,trabajador,Zona 8,true,,UPDATE,30122
TC-00052425,,,false,2026-07-13 12:57:00,DELETE,29641
TC-00052433,trabajador,San Miguel Petapa,true,,UPDATE,7414
TC-00052434,trabajador,Zona 8,true,,INSERT,26222
TC-00052440,estudiante,Zona 11,true,,UPDATE,21046
TC-00052444,estudiante,Zona 4,true,,INSERT,26226
TC-00052447,trabajador,Zona 1,true,,UPDATE,19071
TC-00052450,,,false,2026-07-01 07:10:00,DELETE,21388
TC-00052455,estudiante,Zona 4,true,,INSERT,29163
TC-00052459,trabajador,Zona 4,true,,UPDATE,20533
TC-00052461,trabajador,Zona 9,true,,INSERT,4176
TC-00052463,adulto_mayor,Zona 1,true,,UPDATE,21140
TC-00052466,adulto_mayor,San Miguel Petapa,true,,UPDATE,5241
TC-00052472,adulto_mayor,Zona 4,true,,UPDATE,5161
TC-00052474,estudiante,Zona 17,true,,UPDATE,12712
TC-00052477,trabajador,Zona 9,true,,INSERT,15254
TC-00052481,estudiante,Zona 8,true,,INSERT,26291
TC-00052490,estudiante,Zona 6,true,,UPDATE,23197
